id;texto
3.4.9;"Na pesquisa deverão ser considerados, conforme a necessidade, as seguintes características do objeto: ▪ Quantidade do objeto pretendido necessário para atender a CAIXA; ▪ Qualidade do objeto pretendido; ▪ Existência de objetos similares capazes de atender às necessidades da CAIXA; ▪ Local e forma da entrega e/ou execução do objeto; ▪ Período de vigência contratual; ▪ Outras peculiaridades especificas do objeto."
3.4.9.1;"Em  relação  à  quantidade  do  objeto  pretendido  e  o  período  de  vigência  contratual,  elencados  no  item  [MN, 3.4.9], e considerando a estrita necessidade da CAIXA, cabe ao gestor avaliar, mediante análise de cenários e quando for o caso, possíveis redução de custos em vista das seguintes variáveis: ▪ Economia de escala, ao ter em conta que o aumento de quantitativos tende à redução dos preços; ▪ Projeção de prazos, considerando a diluição dos custos empresariais frente ao período de vigência contratual."
3.4.10;A  pesquisa  deve  ser  formal  com  documentação  comprobatória  e  deve  observar  os  prazos  de  validade  dos preços, conforme item [MN, 3.4.5].
3.4.11;O gestor pode realizar consulta pública no Portal de Compras CAIXA.
3.4.11.1;As  respostas  à  consulta  pública,  refletindo  a  prática  de  comercialização  do  bem  ou  serviço,  serve  para embasar as decisões e especificações técnicas delineadas pelo gestor quanto ao objeto pretendido.
3.4.11.2;A consulta pública constitui apenas uma das fontes de pesquisa de preços, não sendo, portanto, prioritária, uma  vez  que  devem  ser  esgotados  todos  os  outros  meios  de  coleta  de  preços,  de  modo  a  refletir  os  valores efetivamente praticados no mercado.
3.4.12;Os orçamentos obtidos na pesquisa que embasam a estimativa de preço devem compor, obrigatoriamente, a demanda de solicitação de contratação.
3.4.13;Não sendo possível realizar pesquisa de preço para a contratação ou obter os orçamentos, o Gestor apresenta as justificativas acerca da inviabilidade e apresenta outras informações que evidencie a compatibilidade dos preços com  o  praticado  no  mercado  para  subsidiar  eventuais  respostas  a  questionamentos  dos  órgãos  de  controle  e fiscalização.
3.4.14;Após  análise  crítica  do  conjunto  de  dados  obtidos  na  pesquisa  de  preços,  o  gestor  deverá  definir  o  método para obtenção da estimativa do valor da contratação que melhor atenda à modelagem da contratação e que melhor resguarde os interesses da CAIXA.
15;/ 47
3.4.14.1;O  método  escolhido  deverá  ser  justificado  independente  da  metodologia  utilizada,  seja  ela  média,  média saneada, mediana, menor preço, aplicação de percentual ou qualquer outra.
3.4.14.2;Caso  haja  tratamento  de  dados  com  desconsideração  de  valores  inexequíveis,  inconsistentes  ou excessivamente elevados deverá ser apresentada a fundamentação e os critérios para o tratamento conferido.
3.4.14.3;Deverá  ser  apresentada  memória  de  cálculo  que  permita,  de  modo  claro,  a  identificação  dos  dados,  dos parâmetros e da metodologia utilizada para estimativa de preços.
3.4.15;O resultado da pesquisa de preço deve ser utilizado para a elaboração da  Planilha de Quantitativos e Preços Estimados contendo os preços unitários do objeto, a quantidade do bem ou serviço e o valor global para amparar o julgamento da melhor proposta.
3.4.15.1;As Planilhas de Quantitativos e Preços Estimados figuram como obrigatórias em todas as contratações.
3.4.15.2;Nas contratações de obras e serviços de engenharia, devem ser elaboradas a Planilha Sintética e a Planilha Analítica.
3.4.15.3;A Planilha de Composição de Preços deve ser apresentada nos casos de serviços que apresentem mão de obra dedicada, mão de obra preponderante e/ou que tenham possibilidade de atingir a anualidade.
3.4.15.3.1;A Planilha de Composição de Preços deve ser apresentada pelo gestor, disponibilizada no edital e exigida do licitante vencedor, sendo obrigatória para os serviços com  prevalência de mão de obra dedicada ou serviços com mão de obra preponderante.
3.4.15.3.2;Para  serviço  com  mão  de  obra  dedicada  ou  preponderante  também  devem  ser  informados  o  sindicato  e CCT que serviram de referência para a elaboração da planilha de custos e estimativa de preços.
3.4.15.4;A  Planilha  de  Composição  de  Preços  pode  ser  dispensada  apenas  em  situação  excepcional,  devidamente motivada no processo administrativo, desde que para objetos complexos, com alto grau de incerteza em sua definição e/ou  características  muito  peculiares  de  mercado  que  justifiquem  a  medida,   considerando  os  riscos  e  benefícios esperados para a CAIXA no caso concreto.
3.4.15.4.1;A hipótese de dispensa de Planilha de Composição de Preços prevista no item [MN, 3.4.15.4] não se aplica para contratos de serviços com mão de obra dedicada.
3.4.16;Deve ser estabelecido o critério de revisão de preços a ser utilizado no contrato, caso atingida a anualidade, de acordo com o tipo de contrato, conforme tabela abaixo: Tipo de contrato Contratos  de  serviço  com  prevalência  de  mão  de  obra dedicada Contratos de serviços com mão de obra preponderante Contratos  de  serviços  sem  preponderância  de  mão  de obra Contratos  de  serviço  sem  planilha  de  composição  de custos Contratos serviços preestabelecidos,  desde  o  contrato  original,  para execução após anualidade Contratos  de  escopo  em  que  não  haja  serviços preestabelecidos,  desde  o  contrato  original,  para execução após anualidade escopo haja que em de Critério de Revisão de Preços Cesta de índices Cesta de índices Um ou mais índices, ou cesta de índices Um ou mais índices Um ou mais índices, ou cesta de índices Um ou mais índices
3.4.16.1;Na  indicação  do  critério  a  ser  utilizado  o  gestor  deve  apresentar  a  fórmula  para  a  cesta  de  índices,  ou detalhar os índices definidos, de acordo com o tipo de contrato.
3.4.16.1.1;Em caso de uso da cesta de índices, ela deve ser apresentada na planilha de custos elaborada , trazendo também redação exata da fórmula paramétrica representativa da cesta  a ser definida no contrato.
3.4.16.2;Sempre que for prevista Planilha de Composição de Custos , ela deve ser obrigatoriamente apresentada pelo gestor,  quando  da  demanda  de  contratação,  e  pela  licitante  vencedora,  durante  o  certame,  devidamente  adequada ao preço final ofertado, sendo a planilha condição indispensável para futuras revisões de preço.
3.4.17;O gestor deve informar os critérios de aceitabilidade da proposta, estabelecendo os preços máximos unitários e global admitidos na licitação, levando em conta os preços obtidos na estimativa de preços e na planilha de custos e formação de preços.
3.4.17.1;Admite-se exceção à regra do item [MN, 3.4.17] quando houver justificativa plausível para o ato, salvo para obras e serviços de engenharia.
3.4.18;No  caso  de  credenciamento  pode  não  haver  estimativa  de  custos,  considerando  a  imprevisibilidade  de demandas, devendo constar justificativa quanto a impossibilidade de mensuração da despesa.
16;/ 47
3.4.19;Em relação a divulgação ou sigilo da estimativa de preço, o gestor deve observar as regras abaixo:
3.4.19.1;O  valor  estimado  será  sigiloso  na  Licitação  CAIXA,  sem  prejuízo  da  divulgação  do  detalhamento  dos quantitativos  e  das  demais  informações  necessárias  à  elaboração  das  propostas,  facultando -se  sua  publicidade, quando justificado.
3.4.19.2;Nas hipóteses em que forem adotados os critérios de julgamento por maior desconto ou por melhor técnica, a estimativa de preço deverá constar no edital.
3.4.19.3;No caso de julgamento por melhor técnica, o valor do prêmio ou da remuneração será incluído no edital.
3.4.20;"Nas contratações integradas, os orçamentos devem seguir as seguintes diretrizes: ▪ sempre  que  o  anteprojeto  da  licitação  permitir,  considerando  seus  elementos  mínimos,  as  estimativas  de  preço devem se basear em orçamento tão detalhado quanto possível, devendo a utilização de estimativas paramétricas e a avaliação aproximada baseada em outras obras similares ser realizadas somente nas frações do empreendimento não suficientemente detalhadas no anteprojeto da licitação, exigindo -se das contratadas, no mínimo, o mesmo nível de detalhamento em seus demonstrativos de formação de preços; ▪ quando utilizada metodologia expedita ou paramétrica para abalizar o valor do empreendimento ou de fração dele, entre  2  (duas)  ou  mais  técnicas  estimativas  possíveis,  deve  ser  utilizada  nas  estimativas  de  preço -base  a  que viabilize a maior precisão orçamentária, exigindo-se das licitantes, no mínimo, o mesmo nível de detalhamento na motivação dos respectivos preços ofertados."
3.4.21;Na contratação de obras e  serviços, inclusive de engenharia, poderá ser estabelecida remuneração variável vinculada ao desempenho do contratado, com base em metas, padrões de qualidade, critérios de sustentabilidade e prazos de entrega definidos no instrumento convocatório e no contrato.
3.4.22;A utilização da remuneração variável respeitará o limite orçamentário fixado para a respectiva contratação.
3.4.23;"A remuneração variável está condicionada à demonstração de eficiência e vantagem para a CAIXA e respeitará o limite orçamentário fixado para a respectiva contratação, contemplando: ▪ Os parâmetros escolhidos para aferir o desempenho do contratado; e ▪ As faixas de remuneração."
3.4.24;"As informações e documentos atinentes à estimativa  de preço que devem compor a demanda de solicitação de contratação, observando a necessidade do caso concreto, são as seguintes: ▪ Orçamentos atualizados obtidos na pesquisa de preços e justificativa quanto a impossibilidade de apresentação, se for o caso; ▪ Informação sobre a metodologia utilizada para a definição do preço estimado ou proposto acompanhada da memória de cálculo, bem como as fontes pesquisadas; ▪ Planilha  de  Quantitativos  e  Preços  Estimados,  Planilha  de  Composição  de  Preços,  Planilha  Sintética  e  Planilha Analítica, conforme o caso. ▪ Declaração de que a estimativa elaborada reflete o preço atual praticado no mercado, conforme pesquisa realizada. 3.5 SOLICITAÇÃO DE CONTRATAÇÃO 3.5.1 PRAZO PARA SOLICITAÇÃO DE CONTRATAÇÃO"
3.5.1.1;"O  Gestor  deve  instruir  a  solicitação  de  contratação  por  meio  do  SICLG  com  antecedência  mínima  à necessidade de entrega do bem e/ou execução da obra/serviço de acordo com as modalidades abaixo: a)  Licitação CAIXA, critério de julgamento por menor preço: 90 (noventa) dias de antecedência, inclusive no caso de contratos vincendos em que haja interesse de nova contratação, considerando as condições de mercado. b)  Dispensa de licitação por limite de valor: 15 dias de antecedência; c)  Dispensa ou inexigibilidade de licitação e locações, exceto contratações emergenciais: ▪ 30  (trinta)  dias  de  antecedência  para  contratações  com  alçada  de  autorização  pelo  Comitê  de  Compras  e Contratações das Centralizadoras Nacionais de Contratação e Gestão Formal de Contratos; ▪ 60 (sessenta) dias de antecedência para os demais Comitês estatutários."
3.5.1.1.1;Caso  o  objeto  exija  períodos  de  transição  dos  serviços,  recebimento  e  análise  de  amostras,  prazos  para obtenção  de  licenças,  autorizações,  alvarás  ou  compra  de  equipamentos,  dentre  outros  procedimentos  adicionais, tais prazos deverão ser acrescidos aos prazos mínimos para cada modalidade.
17;/ 47
3.5.1.1.2;As contratações diretas indicadas no item [MN, 3.5.1.1], alínea ‘c’ que ocorram com empresas estrangeiras e que exijam adoção de lei e foro estrangeiro devem acrescer 35 dias ao prazo mínimo indicado para permitir avaliação jurídica indicada no item [MN, 3.6.2.3].
3.5.1.2;A solicitação de contratação fora do prazo disposto no Item [MN, 3.5.1.1], alíneas ‘a’ e ‘c’, deve ser justificada e deverá vir acompanhada da concordância da Diretoria da área demandante.
3.5.1.2.1;Não é necessária apresentação de concordância da Diretoria para demandas de locação.
3.5.1.2.2;A concordância da Diretoria não é necessária quando a extrapolação do prazo ocorrer por condições alheias à vontade da CAIXA, como por exemplo, por decisão judicial ou dos Órgãos de Controle e, até mesmo, em decorrência de certames fracassados ou desertos, devendo a situação ser claramente justificada.
3.5.1.3;Na hipótese de contratação fora do prazo, o gestor não poderá questionar a formalização extemporânea do contrato, nem se eximir por eventuais responsabilizações.
3.5.1.4;Entende-se  que  a  demanda  está  instruída  no  SICLG  quando  ela  contém  todos  os  requisitos  necessários  à análise formal.
3.5.1.4.1;A  inclusão  de  demanda  sem  as  informações  mínimas  requeridas  nesta  norma  para  análise  poderá  ser cancelada pela CECOT/GECOT. 3.5.2 NÍVEL DE CLASSIFICAÇÃO DOS DOCUMENTOS DE CONTRATAÇÃO
3.5.2.1;A  documentação  que  compõe  a  solicitação  de  contratação  deve  possuir  nível  de  classificação  pública (#PÚBLICO),  na  forma  do  [MN,  OR016],  tendo  em  vista  que  os  documentos  compõem  processo  de  contratação pública.
3.5.2.1.1;Os  documentos  com  classificação  sigilosa,  isto  é,  com  informação  sensível,  segundo  a  definição  do  [MN, OR016],  não  devem  compor  os  autos  do  processo  administrativo  da  contratação,  desde  que  não  prejudique  a instrução da demanda.
3.5.2.1.1.1;Cabe ao Gestor manter sob sua guarda as informações que não podem ter sua divulgação autorizada por comprometer planos, operações ou objetivos estratégicos da CAIXA, uma vez que são revestidas de sigilo  bancário, estratégico, comercial ou industrial, exceção à obrigação legal de publicidade dos atos.
3.5.2.1.1.2;Caso  as  informações  de  cunho  sigiloso  sejam  requeridas  para  instrução  e  autuação  no  processo administrativo,  o  Gestor  deve  disponibilizá-las  no  SICLG,  ajustando  a  classificação  do  grau  de  sigilo  no  próprio sistema.
3.5.2.1.2;As  informações  encaminhadas  com  nível  de  classificação  diferente  de  #PÚBLICO,  não  enquadradas  na forma do item [MN, 3.5.2.1.1], ou sem atribuição de nível de classificação serão devolvidas para adequação. 3.5.3 SOLICITAÇÃO NO SICLG
3.5.3.1;A  solicitação  de  contratação  é  feita  pelo  Gestor  do  bem/serviço  através  do  sistema  SICLG  no  endereço eletrônico http://siclg.caixa, na Intranet.
3.5.3.1.1;Para  utilização  do  SICLG  o  usuário  consulta  o  manual  disponível  no  endereço  eletrônico  indicado  acima, aba “Documentação”.
3.5.3.1.2;O acesso ao SICLG é autorizado a todos empregados CAIXA, observados os perfis adequados, à exceção dos empregados lotados na Rede.
3.5.3.1.3;O Gerente responsável pela unidade gestora operacional tem cadastro automático no SICLG, com o perfil “demandante gerente” e deve providenciar o cadastro de sua equipe no sistema com o perfil “demandante”.
3.5.3.1.4;Para  incluir  a  solicitação  de  contratação  no  SICLG  é  necessário  acessar  o  sistema,  selecionar  a  opção “Solicitar  Demandas” na aba “Demandas” e prosseguir conforme orientação constante no  Guia para cadastramento de  demandas  de  contratação,  acesso  pelo  link:  http://www.gecot.mz.caixa/novoportal/upload/GUIA_GESTOR_ SICLG.pdf .
3.5.3.1.5;Os  documentos  elaborados  pelo  Gestor,  anexos  à  CI  de  solicitação,  a  exemplo  do  estudo  preliminar,  do Termo  de  Referência,  Projeto  Básico  e  pareceres  técnicos,  bem  como  demais  documentações  como  pesquisa  de preços, manuais, folders, devem ser anexados ao SI CLG para a adequada instrução do processo. 3.6 FORMALIZAÇÃO DE CONTRATOS 3.6.1 DISPOSIÇÕES GERAIS
3.6.1.1;A  contratação  é  formalizada  mediante  instrumento  contratual ,  sendo  o  contrato  obrigatório  no  caso  de contratações de valor acima de R$ 5.000,00 (cinco mil reais).
18;/ 47
3.6.1.1.1;"O contrato deve conter, no mínimo, as seguintes cláusulas: a)  O objeto e seus elementos característicos; b)  O regime de execução ou a forma de fornecimento; c)  O preço, as condições de pagamento e os critérios do reajustamento de preços; d)  O cronograma de execução, com as respectivas entregas; e)  A indicação dos recursos orçamentários que assegurem o pagamento das obrigações, quando cabível; f)  As garantias oferecidas para assegurar a plena execução do objeto contratual, quando exigidas; g)  Os  direitos  e  as  responsabilidades  das  partes,  as  tipificações  das  infrações  e  as  respectivas  penalidades  e valores das multas; h)  Os casos de rescisão do contrato e os mecanismos para alteração de seus termos; i)  A  vinculação  ao  instrumento  convocatório  da  respectiva  licitação  ou  ao  termo  que  instruiu  a  contratação,  bem como ao lance ou proposta do licitante vencedor ou do proponente, no caso de contratação direta; j)  A obrigação de o contratado manter, durante a execução do contrato, em compatibilidade com as obrigações por ele assumidas, as condições de habilitação e qualificação exigidas no curso do procedimento licitatório; k)  Matriz de Riscos, quando cabível."
3.6.1.1.2;"Ainda deve conter, no mínimo, as seguintes informações: a)  nome da empresa; b)  endereço completo; c)  CNPJ/CPF da contratada; d)  número do processo (quando for o caso); e)  número do protocolo SICLG (quando for o caso); f)  prazo de entrega/execução; g)  local de entrega/execução;"
3.6.1.1.3;A data de pagamento deve ser programada conforme regra que consta do edital ou do modelo padronizado de contrato disponibilizado no SICLG.
3.6.1.1.4;Para contratações até R$ 100.000,00 (cem mil reais) e com prazo de vigência limitada a 12 (doze) meses, sem possibilidade de prorrogação, deve ser utilizado o modelo de contrato simplificado disponível no SICLG, na aba “documentação”, no item “modelos de contratos”.
3.6.1.1.5;A  redução  a  termo  do  contrato  pode  ser  dispensada  no  caso  de  pequenas  despesas  de  pronta  entrega  e pagamento das quais não resultem obrigações futuras por parte da CAIXA e cujo valor não ultrapasse R$ 5.000,00.
3.6.1.1.6;A formalização de inscrições em Eventos Externos de Treinamento e Desenvolvimento (T&D) por dispensa de  valor  é  realizada  pelo  próprio  gestor  demandante  da  contratação  utilizando  a  plataforma  de  Pequenas Contratações, conforme estabelecido no [MN,  AD028], através da qual é emitida automaticamente uma “Autorização para participação”.
3.6.1.1.7;A  formalização  de  inscrições  em  Eventos  Externos  de  T&D  enquadradas  como  contratação  direta  por inexigibilidade, dentro do valor unitário de inscrição  de até R$ 7.300,00, na hipótese do item [MN,  4.3.1.13.6.4] são realizadas  pela  CECOT  pelo  uso  do  modelo  de  “Autorização  para  participação  em  evento  externo”  disponível  no SICLG.
3.6.1.2;Todo contrato de valor acima de R$ 5.000,00 deve ser cadastrado no SICLG e no ERP/SAP cabendo à CECOT manter atualizados os dados pertinentes aos contratos formalizados.
3.6.1.2.1;Quando se tratar de aquisição de material permanente, assim definido no [MN,  AD090], independentemente do valor, é obrigatório o cadastramento do contrato no SICLG e no ERP/SAP.
3.6.1.3;A assinatura de contratos compete a quem foi delegada essa atribuição por meio de procuração constituída , independentemente do valor.
3.6.1.4;A  assinatura  digital  pode  ser  aceita  nos  contratos,  em  substituição  à  assinatura  em  meio  físico,  sendo necessária a verificação da sua autenticidade pelos meios legais.
3.6.1.4.1;No  caso  de  contratação  de  pessoa  jurídica,  o  contrato  deve  ser  assinado  por  pessoa  física  que  detém poderes legais para representar/responder pela empresa contratada.
3.6.1.5;O contrato só se concretiza quando a CAIXA e a empresa contratada manifestam sua vontade, isto é, com as assinaturas de ambas as partes, seja em meio físico ou em meio eletrônico.
19;/ 47
3.6.1.5.1;No caso de contrato com vigência a partir de sua assinatura, a contratação torna -se perfeita e concretizada após a assinatura da última parte.
3.6.1.5.2;A  assinatura  do  contrato  pela  empresa  contratada  deve,  preferencialmente,  preceder  à  assinatura  pela CAIXA.
3.6.1.5.2.1;"Caso o contrato seja assinado de forma eletrônica: ▪ considera-se como data de assinatura do instrumento contratual a data  de assinatura do último signatário; ▪ no caso de data preestabelecida para o seu início ambas as partes devem assinar o instrumento contratual antes da data inicial de vigência."
3.6.1.5.2.2;A vigência do contrato inicia-se somente após a assinatura pela última parte.
3.6.1.6;Em  contratações  provenientes  de  licitação,  é  condição  para  assinatura  do  contrato  que  a  empresa  esteja cadastrada e habilitada no SICAF, conforme os níveis exigidos no edital.
3.6.1.7;No  caso  de  contratação  direta,  o  cadastramento  no  SICAF  pode  ser  exigido,  cabendo  ao  Gestor  avaliar  a pertinência da exigência, conforme necessidade da contratação.
3.6.1.7.1;Não sendo o caso de exigência de SICAF na contratação direta, a regularidade do fornecedor é verificada mediante consulta aos documentos indicados no item [MN, 3.6.3.3.3.2].
3.6.1.8;Os  modelos  de  contrato/ARP  do  SICLG  possuem  cláusulas  gerais,  de  natureza  legal,  que  são  adotadas conforme as exigências da legislação, as orientações da área jurídica e as recomendações e/ou determinações dos órgãos de controle e fiscalização.
3.6.1.8.1;Os modelos padronizados  de minutas de contratos,  Ata de  RP ou ajustes, disponíveis no  SICLG são pré - aprovados pela GEAJU e a simples autuação no processo do modelo e do Parecer da GEAJU disponíveis no SICLG já cumpre a exigência legal de visto de advogado da Caixa.
3.6.1.8.2;O  ajuste  de  cláusulas,  para  adequação  da  minuta  de  contrato/Ata  de  RP  às  especificidades  do  caso concreto, dispensa nova análise jurídica ou da GECOT quando não conflitarem com aspectos legais e/ou normativos.
3.6.1.8.2.1;A CECOT submete à análise da GECOT, via LICO como demanda de Normas e Modelos Padronizados – GECOT02,  as  minutas  de  editais  e/ou  contratos  que  tiverem  alterações  de  cláusulas  que  conflitem  com  as  normas vigentes de licitações e contratos.
3.6.1.8.2.2;Nas  solicitações  de  análise,  a  CECOT  deve  evidenciar  a  alteração  realizada  no  modelo  padrão  e  o eventual conflito com os normativos vigentes de licitações e contratos.
3.6.1.8.3;A  CECOT/GECOT  submete  à  análise  da  unidade  jurídica  as  minutas  de  contratos/ARP  que  foram previamente aprovadas pela GEAJU e sofreram alterações nas cláusulas de natureza legal.
3.6.1.8.3.1;Na  hipótese  do  item  anterior,  se  o  contrato/ARP  for  replicado  no  âmbito  CECOT/GECOT,  para  outras contratações, não haverá necessidade de nova submissão do documento à avaliação jurídica.
3.6.1.8.4;Em  caso  de  dúvidas  específicas  relacionadas  aos  aspectos  legais  da  demanda,  notadamente  quanto  aos requisitos ou justificativas apresentados pelo Gestor (tais como parcelamento do objeto, exigências de qualificação técnica,  prazos  contratuais  superiores  a  12  meses  etc.),  a  CECOT  deve  encaminhar  o  assunto  à  unidade  jurídica competente, indicando pontualmente a questão que se pretende esclarecer, com as respectivas razões motivadoras.
3.6.1.9;Para locação,  comodato  e  cessão  de  uso  de  imóveis  ou  áreas  de  imóveis  são  observadas  as  regras específicas do [MN, AD200], inclusive quanto à formalidade contratual.
3.6.1.10;A  formalização  da  contratação,  com  empresas  estrangeiras  que  não  possuem  representação  no  Brasil,  é feita utilizando-se modelo de registro de formalização  de contrato, disponibilizado no SICLG (aba  “Documentação”, “Modelos de Contratos”.
3.6.1.10.1;Quando pela especificidade da contratação, a formalização do contrato se der por inscrições em site, com criação  de  login  e  senha,  ou  por  simples  adesão  a  ferramentas  ou  portais  de  serviço,  o  procedimento  deverá  ser realizado pelo gestor operacional.
3.6.1.10.2;Nesses casos, o Gestor operacional deve disponibilizar evidência da formalização à CECOT, para inclusão como anexo do instrumento contratual no SICLG.
3.6.1.10.3;A CECOT deve utilizar o registro de formalização de contrato.
3.6.1.10.4;No caso de consórcio, as pesquisas indicadas no item  [MN,  4.6] são realizadas para todas as empresas integrantes do consórcio.
3.6.1.11;É necessário atestar a autenticidade dos documentos assinados ou autenticados de forma digital e anexar ao processo evidência da consulta. 3.6.2 CONTRATOS REGIDOS POR LEI ESTRANGEIRA E FORO NO EXTERIOR
20;/ 47
3.6.2.1;Nas contratações diretas, a adoção de lei estrangeira e de foro no exterior deverá ser submetida a avaliação específica  uma  vez  que  constitui  risco  jurídico  e  pode  representar  ônus  financeiro  para  a  CAIXA ,  por  exigir representação por advogados estrangeiros e custas judiciais diversas  em caso de discussão judicial, que podem ser desproporcionais ao objeto da contratação.
3.6.2.2;Quando  a parte a ser contratada  exigir a utilização de modelo próprio  de contrato  que preveja aplicação de lei  estrangeira  e  eleição  de  foro  no  exterior,  o  gestor  operacional  deverá  negociar  a  regência  do  contrato  por  lei brasileira e foro no Brasil.
3.6.2.2.1;A negociação deverá ser formalizada e constar da solicitação de contratação, de modo a demonstrar que a adoção de lei e foro estrangeiro  constituem exigência da parte a ser contratada e apresentada como condição para realização do negócio.
3.6.2.3;Sendo  indispensável  a  adoção  de  lei  e  foro  estrangeiro  para  realização  do  negócio,  a  GEAJU  deverá  ser acionada  para  fins  da  análise  da  contratação  pretendida  e  para  solicitar  avaliação  do  contrato  por  escritório especializado em direito estrangeiro.
3.6.2.3.1;A  GEAJU  deverá  ser  acionada,  preferencialmente,  60  (sessenta)  dias  de  antecedência  à  data  pretendida para contratação.
3.6.2.3.2;No  caso  excepcional  de  acionamento  da  GEAJU  com  30  (trinta)  dias  ou  menos,  incorrerá  em  risco  a contratação  caso  não  haja  tempo  e  condições  hábeis  à  obtenção  de  parecer  jurídico  satisfatório  sobre  a  lei estrangeira. 3.6.3 VERIFICAÇÃO DE IMPEDIMENTOS PARA CONTRATAR E DE REGULARIDADE DO FORNECEDOR 3.6.3.1 IMPEDIMENTOS PARA CONTRATAÇÃO
3.6.3.1.1;São observados os impedimentos e vedações dispostos no item [MN, 3.1.11].
3.6.3.1.2;Caso o fornecedor esteja suspenso de licitar e contratar com a CAIXA, impedido de licitar ou contratar com a União ou declarado inidôneo ou enquadrado no item [MN, 3.1.11.5], é convocado o próximo licitante, observada a ordem de classificação na licitação ou na cotação da contratação direta, para negociação e celebração do contrato, observadas as regras do ato convocatório. 3.6.3.2 REGULARIDADE DO FORNECEDOR
3.6.3.2.1;Na data de convocação da empresa para formalização da contratação, bem como na data de assinatura do contrato, independentemente do valor do instrumento contratual, é necessário verificar a regularidade do fornecedor.
3.6.3.2.1.1;No  caso  de  contratos  derivados  de  ARP  a  consulta  será  realizada  apenas  na  data  de  assinatura  do contrato.
3.6.3.2.2;Considera-se  como  data  de  assinatura  do  contrato,  a  data  em  que  ocorrer  a  aposição  de  assinatura  pela última parte.
3.6.3.2.3;Se o fornecedor apresentar situação irregular no âmbito fiscal, trabalhista ou cadastral, [MN, 3.6.3.3] e [MN, 3.6.3.5], é estipulado prazo para regularização de acordo com o prazo de convocação, determinado no edital ou no contrato, que pode ser prorrogado uma vez por igual período.
3.6.3.2.4;Caso o fornecedor não regularize  sua situação dentro do prazo estipulado na convocação para assinatura do  contrato  ou  se  recuse  a  assinar  o  contrato,  injustificadamente,  é  convocado  o  próximo  fornecedor,  observada  a ordem de classificação na licitação ou na cotação da contratação direta, para negociação e celebração do contrato, e assim sucessivamente, observadas as regras do ato convocatório.
3.6.3.2.4.1;Na contratação direta, desde que não esteja no cadastro de reserva do Registro de Preços, o fornecedor não está obrigado a ofertar o mesmo preço do primeiro classificado, desde que a proposta atenda às exigências  do ato  convocatório  e  o  preço  esteja  compatível  com  o  praticado  no  mercado,  podendo  a  CECOT  negociar  para  obter melhor proposta.
3.6.3.2.5;No  caso  do  item  [MN,  3.6.3.2.4],  em  se  tratando  de  licitação,  o  processo  retorna  à  CECOT  para  os procedimentos de retomada do certame, e se for o caso, solicitação à CEFOR para abertura de processo de aplicação de penalidade ao licitante que se recusar a assinar o contrato ou a Ata inj ustificadamente, nos termos previstos no edital. 3.6.3.3 REGULARIDADE FISCAL E TRABALHISTA
3.6.3.3.1;Para  todas  as  contratações,  é  necessária  a  comprovação  de  regularidade  fiscal,  na  esfera  federal,  que poderá ser realizada mediante consulta ao SICAF.
21;/ 47
3.6.3.3.2;É  obrigatória  a  regularidade  trabalhista  para  a  contratação  de  prestação  de  serviços  com  mão  de  obra dedicada, para os demais objetos fica a critério do Gestor, conforme definido na solicitação de contratação.
3.6.3.3.2.1;A  CNDT  tem  prazo  de  validade  de  180  dias  e  certificará  a  empresa  em  relação  a  todos  os  seus estabelecimentos, agências e filiais.
3.6.3.3.3;Na  impossibilidade  de  consulta  ao  SICAF,  a  regularidade  fiscal  e  trabalhista,  se  for  o  caso,  poderá  ser comprovada  mediante  consulta  aos  sítios  oficiais  de  órgãos  e  entidades  emissores  das  certidões  ou,  ainda,  aos documentos correspondentes, que devem ser apresentados pelo fornecedor e validado no sítio oficial.
3.6.3.3.3.1;No  caso  de  contratação  oriunda  de  licitação,  exceto  para  permissionários  lotéricos,  é  condição  para assinatura do contrato que a empresa esteja cadastrada e habilitada no SICAF, nos níveis I, II, III e VI.
3.6.3.3.3.2;"Na contratação direta, por dispensa ou inexigibilidade de licitação, caso o fornecedor não seja cadastrado no  SICAF,  antes  da  formalização  do  contrato,  a  regularidade  fiscal  e  trabalhista  é  verificada  mediante  consulta  às certidões indicadas abaixo: a)  Para Pessoa Jurídica: ▪ Certidão Negativa de Débitos relativos a Créditos Tributários Federais e à Dívida Ativa da União ou Certidão Positiva com Efeitos de Negativa de Débitos relativos a Créditos Tributários Federais e à Dívida Ativa da União; ▪ Certificado de Regularidade do FGTS; ▪ Certidão  Negativa  de  Débitos  Trabalhistas,  obrigatória  somente  para  a  contratação  de  serviços  com  mão  de obra dedicada; para os demais serviços, a verificação dessa regularidade é dispensável. b)  Para Pessoa Física: ▪ Certidão Negativa de Débitos relativos a Créditos Tributários Federais e à Dívida Ativa da União ou Certidão Positiva com Efeitos de Negativa de Débitos relativos a Créditos Tributários Federais e à Dívida Ativa da União; ▪ Comprovante de inscrição no INSS ou PIS/PASEP, exceto para locação de imóveis. 3.6.3.4 TRANSAÇÃO COM PARTES RELACIONADAS"
3.6.3.4.1;Deve  ser  realizada  consulta  para  verificação  e  monitoramento  das  contratações  envolvendo  Partes Relacionadas, conforme [MN, CR464].
3.6.3.4.1.1;Deve ser consultado o CPF do contratado, se pessoa física, ou CNPJ e CPF/CNPJ de todos os sócios, se pessoa jurídica, com vistas a identificar fornecedores que se enquadrem na definição de Partes Relacionadas do [MN, CR464].
