id;texto
4.1.6.1;A documentação mínima que deve compor cada processo de contratação está listada no Anexo I II.
4.1.6.2;Toda a documentação é juntada, preferencialmente, em formato PDF/A.
4.1.6.2.1;Planilhas podem ser inseridas em extensão .xls, .xlsx e similares para auxiliar na análise e tratamento das informações, por exemplo, planilhas com as fórmulas e memórias de cálculo para definição das estimativas e planilhas de composição de custos.
4.1.6.2.2;Cadernos de especificações técnicas e projetos de arquitetura/engenharia podem ser anexados em formato compactado (.zip), para que possam ser disponibilizados como complemento ao edital, mantendo -se a disposição dos arquivos e os formatos utilizados para projetos (.dwg).
4.1.7;Os documentos juntados ao processo devem ser apresentados em bom estado, sem rasuras e/ou incorreções, legíveis, com consistência técnica, de forma a garantir a sua validade e autenticidade.
4.1.7.1;Serão aceitos como autênticos os documentos dos licitantes enviados pelo Portal Licitações CAIXA ou via e - mail, conforme disposições do edital.
4.1.7.2;O condutor da licitação/processo de contratação poderá exigir para conferência a apresentação do documento em  cópia  autenticada,  ou  publicação  em  órgão  da  imprensa  oficial,  ou  cópia  acompanhada  do  original,  caso  exista dúvida a respeito da autenticidade do documento.
4.1.7.3;Os  documentos  que  exigem  assinatura  podem  ser  assinados  na  forma  física  ou  na  forma  eletrônica qualificada,  utilizando  Certificado  Digital  no  padrão  da  Infraestrutura  de  Chaves  Públicas  Brasileira  –ICP  Brasil,  ou avançada, por Sistemas eletrônicos com senha pessoal e intransferível capaz de comprovar a autoria e a integridade dos documentos, a exemplo da assinatura Gov.br.
4.1.7.3.1;Em  caso  de  dúvidas  quanto  à  autenticidade/autoria  dos  documentos  com  assinatura  física,  o  condutor  da licitação/ processo de contratação também poderá exigir a sua apresentação com firma reconhecida em cartório.
4.1.7.3.2;A assinatura digital deve ser verificada para garantir a autoria e integridade do documento.
26;/ 47
4.1.7.3.3;Para  certificado  digital  no  padrão  ICP  Brasil,  as  verificações  podem  utilizar  os  serviços  do  Verificador SERPRO e Verificador ITI, disponível no site do Instituto Nacional de Tecnologia da Informação.
4.1.7.3.4;A verificação de conformidade das assinaturas digitais deve compor o processo administrativo.
4.1.8;Deve  ser  priorizado  o  recebimento  de  documentos  digitais,  e,  caso  necessário,  documentos  na  forma  física devem ser endereçados à CECOT responsável pela licitação ou contratação .
4.1.8.1;No  caso  de  recebimento  de  documentos  na  forma  física,  a  CECOT  os  digitaliza,  assina  digitalmente  com certificação digital no padrão ICP-Brasil, de modo a garantir a autoria da digitalização e a integridade do documento, incluir no SICLG para que componham o processo digital, e descarta o original.
4.1.8.2;A digitalização dos documentos recebidos em forma física deve seguir os padrões técnicos mínimos previstos no Anexo II.
4.1.9;Os documentos sigilosos, necessários à instrução do processo, incluídos os anexos, são autuados no processo, observando as regras para o tratamento de informação sigilosa, segundo o  [MN, OR016], devendo selecionar o grau de sigilo correspondente no SICLG.
4.1.9.1;Os  documentos  inseridos  no  SICLG  com  o  grau  de  sigilo  “PÚBLICO”  serão  disponibilizados  como  parte integrante do respectivo processo de contratação para acesso público no Portal  Transparência CAIXA.
4.1.9.2;Documentos inseridos com grau de sigilo diferente de “PÚBLICO” integram a lista de documentos do processo, sem  sua  disponibilização  no  Portal  Transparência  CAIXA,  e  ficam  à  disposição  dos  órgãos  de  controle  internos  e externos.
4.1.10;Compete  à  GECOT/CECOT  disponibilizar  no  SICLG  os  documentos  pertinentes  a  cada  fase,  tais  como instrumentos  contratuais,  proposta,  planilhas  de  custos  e  formação  de  preços,  garantia  contratual,  e  à  CEFOR, aditamentos  e  demais  documentos  previstos  no  [MN,  AD242],  uma  vez  que  esses  documentos  não  devem  constar nos processos de gestão operacional e serão consultados pelo Gestor.
4.1.11;O processo digital se inicia em 01/10/2024, e todos os processos que tiverem seus contratos assinados a partir dessa data devem ser autuados de forma digital. 4.2 PLANEJAMENTO DA CONTRATAÇÃO 4.2.1 GESTOR 4.2.1.1 PLANO DE AQUISIÇÕES
4.2.1.1.1;Inclui a pretensão de contratação no Plano de Aquisições, conforme cronograma estabelecido e divulgado pela GECOT, com as informações exigidas no sistema.
4.2.1.1.2;As  necessidades  de  contratações  ou  prorrogações  de  bens  e  serviços  são  cadastradas  no  Plano  de Aquisições  CAIXA  pelo  gestor  operacional,  por  meio  do  SILIC,  no  endereço  https://silic.caixa/planoaquisicoes,  no período divulgado pela SUCOT.
4.2.1.1.3;"Para cadastramento são exigidas as seguintes informações: a)  Descrição do objeto; b)  Justificativa da contratação; c)  Tipo de demanda; d)  Valor global do contrato, e valor estimado do exercício; e)  Rubrica orçamentária; f)  Previsão de inclusão no SICLG; g)  Previsão de finalização da demanda; h)  Grau de prioridade da contratação; i)  Prazo de vigência do contrato; j)  Objetivo estratégico que demonstre alinhamento da contratação com o planejamento estratégico da CAIXA;"
4.2.1.1.4;Todas as necessidades de  contratações e prorrogações cadastradas no Plano de  Aquisições deverão ser previamente  aprovadas  pela  unidade  hierarquicamente  superior,  respeitando -se  o  orçamento  disponibilizado  pela GEORC para cada rubrica orçamentária.
4.2.1.1.4.1;O número de identificação ID da demanda é válido apenas para as demandas aprovadas.
4.2.1.1.4.2;Uma vez que a demanda foi aprovada, ela não poderá ser mais alterada, cancelada e/ou excluída.
27;/ 47
4.2.1.1.5;Apenas os Dirigentes CAIXA, a Auditoria e a área de Contratações possuem acesso a todas as necessidades de contratações cadastradas e aprovadas no Plano de Aquisições.
4.2.1.1.6;As  necessidades  cadastradas  por  cada  área  da  CAIXA  estarão  disponíveis  no  sistema  para  a  própria unidade cadastradora, bem como para suas unidades hierarquicamente superiores.
4.2.1.1.7;Registra  no  sistema  as  justificativas  em  caso  de  contratações  previstas  no  Plano  de  Aquisições  que  não tenham sido demandadas dentro do exercício do plano. 4.2.1.2 ESTUDO PRELIMINAR
4.2.1.2.1;Inicia o planejamento da contratação com a realização do estudo preliminar a fim de levantar as informações essenciais para caracterização da demanda e as especificações da solução definida.
4.2.1.2.2;Documenta  a  realização  dos  estudos  de  acordo  com  as  informações  requeridas,  aprofundando  o detalhamento conforme avaliação dos riscos.
4.2.1.2.2.1;As  justificativas  apresentadas  ao  longo  do  estudo  devem  ser  acompanhadas  de  devida  fundamentação, observando critérios de congruência, exatidão, coerência, suficiência e clareza.
4.2.1.2.3;Solicita  consultoria  à  área  de  contratações  para  orientação  sobre  definição  pontos  formais  quanto  a definição de modalidade, critério de julgamento, qualificação técnica e econômico -financeira, caso necessário.
4.2.1.2.4;Solicita consultoria à área de gestão formal para orientações sobre planilha de composição de preços, caso necessário.
4.2.1.2.5;Quando  do  levantamento  de  mercado,  poderá  ser  utilizada  a  ferramenta  de  consulta  pública,  através  do Portal Licitações CAIXA
4.2.1.2.5.1;A  publicação  e  gestão  de  Consulta  Pública  é  de  responsabilidade  do  Gestor  Operacional,  realizada  no Portal Licitações CAIXA, sistema SICVE, por empregado autenticado no sistema.
4.2.1.2.5.2;O acesso a empregados CAIXA ao SICVE, deve ser solicitado na ferramenta de Acesso Lógico, disponível no  endereço  eletrônico  da  intranet  https://novoacessologico.caixa,  por  empregado  com  função  gerencial  de vinculação, com perfil de acesso GESTOROP. Escolha o perfil de sistema “SICVE-INTR_GESTOROP”.
4.2.1.2.5.3;O manual do sistema SICVE fica disponível na área logada, acessado pelo ícone “Tutorial”, com o nome TUTORIAL_CONSULTA_PUBLICA.
4.2.1.2.5.4;O  Gestor  Operacional  deve  incluir  a  descrição  do  objeto,  o  objetivo  da  consulta  pública  e  os questionamentos  que  serão  efetuados  ao  mercado,  além  das  informações  dispostas  nos  campos  do  SICVE.  Como anexo deve constar, no mínimo, o documento contendo as inf ormações específicas da pretensão de contratação.
4.2.1.2.6;A documentação produzida durante o levantamento de mercado irá compor o estudo preliminar na forma de anexos, tais como, convocações, consultorias, pareceres, propostas, orçamentos, ofertas, atas de reunião, evidências ou  quaisquer  outros  elementos  comprobatórios  que  atestem  a  veracidade  e  a  transparência  dos  referidos procedimentos.
4.2.1.2.6.1;Quando for o caso excepcional de tratativas com fornecedores no âmbito interno da CAIXA, com vistas a avaliações mercadológicas, tais procedimentos devem ocorrer de modo transparente e objetivo, com o devido registro dos  atos  em  documentos  formais,  a  exemplo  de  correspondências,  inclusive  eletrônicas,  convocações,  atas  de reuniões, entre outros expedientes afins que comprovem a veracidade dos fatos. 4.2.1.3 GERENCIAMENTO DE RISCOS
4.2.1.3.1;Elabora o Mapa de Gerenciamento de Riscos, detalhando e avaliando os riscos identificados em todas as etapas  da  contratação,  definindo  o  plano  de  ações,  os  responsáveis  pelo  tratamento  de  risco  e  a  forma  de monitoramento das ações.
4.2.1.3.2;Independente da apresentação ou não do Mapa de  Gerenciamento de Risco na etapa de planejamento, o gerenciamento de riscos deverá ser realizado durante a gestão do contrato. 4.2.1.4 TERMO DE REFERÊNCIA
4.2.1.4.1;Elabora o Termo de Referência após conclusão dos estudos preliminares, caso determinada a viabilidade da contratação, contendo as informações exigidas no item  [MN, 3.3.6.2].
4.2.1.4.2;Quando  da  contratação  de  serviços  contínuos  de  caráter  acessório,  encaminha  o  Termo  de  Referência  e demais informações exigidas naquele normativo à GETEM para emissão de parecer.
4.2.1.4.2.1;Apenas as prestações de serviço listadas no Anexo  II do [MN, AD244] não necessitam ser submetidas à GETEM.
28;/ 47 4.3 SOLICITAÇÃO DE CONTRATAÇÃO 4.3.1 GESTOR
4.3.1.1;Elabora documento contendo o detalhamento da solicitação de contratação com as informações indicadas a seguir.
4.3.1.1.1;O documento de solicitação poderá fazer referência ao estudo preliminar elaborado, devendo indicar a seção e/ou  itens  correspondentes  nos  quais  poderão  ser  encontradas  as  informações  exigidas  para  instrução  da contratação.
4.3.1.1.2;Providencia  os  ajustes  na  demanda  solicitados  pela  GECOT/CECOT,  atentando -se  ao  prazo  de  5  (cinco) dias úteis, disposto no item [MN, 4.3.2.4.2]. 4.3.1.2 OBJETO DA CONTRATAÇÃO
4.3.1.2.1;Descreve de forma sucinta o objeto da contratação indicando a região de abrangência e outras informações consideradas  essenciais  à  sua  identificação,  possibilitando  o  fácil  entendimento  quanto  ao  bem  ou  serviço  a  ser contratado  e  priorizando  o  uso  de  terminologias  consagradas  e  amplamente  reconhecidas  no  mercado ,  na  forma indicada a seguir:
4.3.1.2.1.1;Para o fornecimento de bens: “Fornecimento de (…) para a região ( …)”.
4.3.1.2.1.2;Para a prestação de serviços: “Prestação de serviços de (...), a serem executados no município (...)”.
4.3.1.2.1.3;Indicar claramente quando  se tratar de contratação utilizando Sistema de  Registro de  Preços: “Registro de preços para fornecimento de (...)” ou “Registro de preços para serviços de (...)”.
4.3.1.2.2;Informa a ID do Plano de Aquisições CAIXA para a contratação, conforme o caso. 4.3.1.3 JUSTIFICATIVA DA CONTRATAÇÃO
4.3.1.3.1;Informa o motivo pelo qual o bem ou serviço será adquirido, demonstrando qual necessidade da CAIXA será suprida com a contratação, inclusive quanto à quantidade.
4.3.1.3.2;Informa  se  a  solicitação  de  contratação  é  decorrente  de  MIP  e  apresenta  justificativas  para  a  escolha  do modelo da contratação definido, tanto para o procedimento licitatório como para a contratação direta.
4.3.1.3.3;Em  caso  de  contratação  emergencial  por  dispensa  de  licitação,  deve -se  apresentar  e  justificar  a  situação emergencial ou calamitosa que motiva a contratação direta.
4.3.1.3.3.1;Quando constatado que a situação emergencial se originou da falta de ação, planejamento ou omissão, o responsável que der causa a essa situação responderá perante os órgãos de controle interno/externo , inclusive no tocante a improbidade administrativa.
4.3.1.3.3.2;Quando identificada a situação do subitem [MN, 4.3.1.3.3.1], cabe ao gestor chefe da unidade demandante da contratação, observar o [MN, AE079] para comunicação dos fatos irregulares à Corregedoria. 4.3.1.4 DETALHAMENTO DA CONTRATAÇÃO
4.3.1.4.1;Descreve de forma clara e precisa o objeto da contratação, não deixando dúvidas e delimitando exatamente a necessidade da CAIXA, excluindo o que for excessivo, irrelevante, imprevisível ou desnecessário .
4.3.1.4.1.1;As informações do objeto da contratação de forma pormenorizada devem constar do Termo de Referência, ou de documento que contenha as especificações do objeto.
4.3.1.4.2;Informa  os  critérios  e/ou  práticas  de  sustentabilidade  que  foram  observados  na  especificação  ou  nas obrigações específicas do objeto, caso haja, ou apresenta justificativa de impossibilidade de inclusão.
4.3.1.4.3;Informa se será utilizado  Sistema de Registro de  Preços, correlacionando na solicitação de contratação a hipótese  de  enquadramento  para  do  SRP,  informa  o  prazo  de  vigência  da  Ata,  se  será  prevista  sua  prorrogação  e revisão de valores registrados.
4.3.1.4.4;Informa o prazo de vigência da contratação, que contemple o prazo de entrega/execução e demais etapas para cumprimento integral das obrigações e o pagamento.
4.3.1.4.4.1;No  caso  excepcional  de  vigência  superior  à  5  (cinco)  anos,  deverá  ser  apresentada  a  justificativa  que caracterize a exceção, como projetos contemplados no plano de negócios e investimentos ou no caso em que prazo superior  seja  rotineiro  no  mercado  e  que  a  definição  por  prazo  inferior  inviabilize  ou  onere  excessivamente  a realização do negócio.
4.3.1.4.5;Indica o prazo e as condições da garantia do bem ou serviço e o período da manutenção preventiva a ser prestada pela contratada, caso haja.
29;/ 47
4.3.1.4.6;De acordo com a complexidade, preço e durabilidade  pode ser estabelecido prazo de garantia do produto ou  serviço  superior  aos  prazos  de  vigência  e/ou  da  garantia  contratual,  e,  sendo  o  caso,  será  firmado  Termo  de Garantia apartado contemplando o prazo total da garantia do bem ou serviço.
4.3.1.4.7;No contexto da prestação de serviço pretendida na contratação, informar se poderá haver relacionamento direto com consumidores considerados potencialmente vulneráveis.
4.3.1.4.8;Informa  se  na  prestação  de  serviços  a  contratada  utilizará  o  espaço  CAIXA  para  inclusão  de  cláusula contratual que assegure o uso de espaço nas dependências da CAIXA, durante a vigência do contrato, para execução das atividades contratadas, de forma que atenda ao [MN, AD089].
4.3.1.4.9;No  caso  excepcional  de  previsão  de  pagamento  antecipado,   apresenta  justificativa  para  a  sua  adoção,  e informa  se  serão  exigidas  garantias  adicionais  ou  adoção  de  outras  medidas  para  mitigação  dos  riscos  da antecipação. 4.3.1.5 VOLUMETRIA E ESTIMATIVA DE PREÇOS
4.3.1.5.1;Demonstra as quantidades  ou volumetrias do objeto a ser contratado, considerando a estrita necessidade da  CAIXA,  devendo  juntar  o  desenvolvimento  da  memória  de  cálculo  e  racional  do  quantitativo  dimensionado,  bem como  outros  documentos  que  fundamentem  a  precisão  da  contratação,  conf orme  estudos  técnicos,  de  modo  a comprovar as informações carreadas ao respectivo processo administrativo.
4.3.1.5.2;Apresenta a metodologia utilizada para obter o preço estimado, de acordo com as orientações previstas no item  [MN,  3.4],  demonstrando  que  o  valor  orçado  está  de  acordo  com  o  praticado  no  mercado  e  anexando  os documentos comprobatórios à demanda.
4.3.1.5.3;No caso de fornecedor ou profissional único/exclusivo, informa a metodologia e demonstra que o preço está compatível  com  o  praticado  junto  a  outros  clientes,  a  exemplo  de  cópias  de  contratos  ou  notas  fiscais  emitidas  a outros compradores.
4.3.1.5.4;Informa  se  o  valor  estimado  será  sigiloso  ou  publicado,  observando  as  regras  das  modalidades  Licitação CAIXA apresentando as justificativas devidas para os casos em que o preço for público.
4.3.1.5.4.1;Quando  o  valor  estimado  for  sigiloso  deve  ser  divulgado  o  detalhamento  dos  quantitativos  e  demais informações necessárias à elaboração das propostas.
4.3.1.5.5;Deve ser estabelecida uma ferramenta de revisão de preços a ser utilizada para manutenção do equilíbrio econômico-financeiro inicial, de forma a compensar os efeitos das flutuações decorrentes da majoração dos custos para execução do objeto caso seja atingida a anualidade, dentre os critérios estabelecidos no item [MN, 3.4.16] para cada tipo de contrato: 4.3.1.6 INFORMAÇÕES ACERCA DO CONTRATO VIGENTE, SE HOUVER
4.3.1.6.1;Informa se há contrato(s) vigente(s) ou encerrado(s) para o objeto da demanda de solicitação, na localidade de  abrangência  do  fornecimento  ou  serviço  ou  em  outras  regiões,  bem  como  apresenta  as  seguintes  informações acerca do(s) contrato(s) anteriormente pactuado(s): preços (unitários, totais, mensais e global), vigência, número do contrato no SICLG.
4.3.1.6.2;Não sendo possível incluir as referidas informações, apresenta justificativa que evidencie a impossibilidade. 4.3.1.7 DADOS ORÇAMENTÁRIOS
4.3.1.7.1;"Apresenta informações referentes à reserva orçamentária no seguinte formato: ▪ Item(ns) Orçamentário(s); ▪ Dotação orçamentária registrada no ERP/SAP, na forma do pré -comprometimento de recursos;"
4.3.1.7.2;Os  itens  orçamentários  indicados  devem  estar  adequados  à  natureza  do  dispêndio,  se  de  capital (Investimento)  ou  corrente  (despesas),  de  forma  que  a  classificação  do  recurso  alocado  seja  consoante  com  os eventos da área contábil, observados os [MN, CR110], [MN, CR111] e [MN, CR117].
4.3.1.7.3;Os itens orçamentários são incluídos no contrato com a definição das parcelas a que se referem o serviço, fornecimento  e  mão  de  obra,  conforme  o  caso,  para  fins  de  discriminação  no  documento  fiscal  e  as  retenções tributárias pertinentes.
4.3.1.7.4;"Não é exigida reserva orçamentária no ERP/SAP para: a)  licitação  de  Registro  de  Preços  ou  no  processo  de  Credenciamento,  sendo  necessária  a  comprovação  da existência dos recursos apenas para a emissão dos correspondentes contratos; b)  eventos extraorçamentários, conforme [MN, CR117]."
30;/ 47 c)  contratações  efetuadas  com  recursos  do  FAR  cuja  comprovação  de  existência  da  dotação  é  atendida  pela autorização de liberação do recurso do Fundo.
4.3.1.7.4.1;No  caso  de  contratação  de  bens  ou  serviços  de  responsabilidade  da  CAIXA  que  utilizem  de  recursos extraorçamentários deverá ser informado se os recursos constam ou não do sistema ERP/SAP.
4.3.1.7.5;Indica  o  código  e  o  nome  da  unidade  responsável  pela  gestão  operacional  do  contrato  e  pelo  ateste  do documento fiscal quando do recebimento do objeto contratado.
4.3.1.7.6;Para licitações, a dotação  orçamentária pode ser apresentada posteriormente, sendo requisito obrigatório para a publicação do edital. 4.3.1.8 GARANTIA CONTRATUAL
4.3.1.8.1;Informa  se  será  exigida  garantia  contratual,  indicando  os  motivos  que  levaram  à  inclusão  ou  exclusão  da exigência.
4.3.1.8.1.1;A  garantia  contratual  deve  ser  solicitada  somente  nos  casos  em  que  exista  efetivo  risco  de  prejuízo  ao interesse público, uma vez que essa exigência representa encargo financeiro a ser suportado pela contratada e que repercute no custo da proposta apresentada.
4.3.1.8.2;Estabelece  o  percentual  de  garantia  contratual  a  ser  solicitado,  limitado  a  5%  sobre  o  valor  global contratado,  podendo  ser  ampliado  para  10%,  para  obras,  serviços  e  fornecimentos  de  grande  vulto,  envolvendo complexidade  técnica  e  riscos  financeiros,  desde  que  tenha  manifestação  técnica  objetiva  que  fundamente  a necessidade.
4.3.1.8.2.1;Para os serviços terceirizados com mão de obra dedicada, a garantia deve ser correspondente a 5% (cinco por cento) do valor do contrato, com prazo de validade de até 90 (noventa) dias, contado da data de encerramento do contrato.
4.3.1.8.3;"Informa se no objeto é identificada uma das situações elencadas abaixo, para fins de aceitação de ressalva que  condiciona  o  pagamento  dos  encargos  trabalhistas  e  previdenciários  ao  trânsito  em  julgado  na  sentença condenatória na modalidade Seguro Garantia: ▪ Fornecimento de bens; ▪ Prestação de serviços que não exige a dedicação exclusiva de prestador à CAIXA; ▪ Prestação de serviços de vigilância armada, serviços de apoio, limpeza ou telesserviço, cujo contrato prevê regra de contingenciamento de verbas trabalhistas; ▪ É  efetuada  a  fiscalização  integral  do  adimplemento,  pela  contratada,  das  obrigações  trabalhistas  de  todos  os prestadores alocados exclusivamente na execução do contrato da CAIXA."
4.3.1.8.3.1;Não  é  admitida  ressalva  na  apólice  quando  se  tratar  de  contrato  que  exige  a  dedicação  exclusiva  de prestador de serviço à CAIXA e não se enquadre em uma das situações indicadas nas ressalvas acima. 4.3.1.9 SELEÇÃO DO FORNECEDOR –CONTRATAÇÃO DIRETA
4.3.1.9.1;Apresenta as justificativas para a contratação direta, por inexigibilidade ou dispensa de licitação.
4.3.1.9.2;Nos  casos  de  inexigibilidade  de  licitação,  especificados  no  [MN,  AD028],  apresenta  justificativas  e documentos  que  evidenciem  a  inviabilidade  de  competição  ou  notória  especialização,  suficientes  para  sustentar  a escolha apresentada.
4.3.1.9.3;"Quando existir no mercado mais de um produto/software com funcionalidades similares, entretanto, houver a opção por uma solução técnica especifica: ▪ Elabora parecer técnico demonstrando os elementos que tornam o produto/software único a atender a necessidade da  CAIXA  e  que  não  estão  presentes  nos  similares,  ressaltando  a  inviabilidade  de  competição  de  forma fundamentada; e ▪ Justifica a escolha do fornecedor e demonstra que preços estão condizentes com os praticados no mercado."
4.3.1.9.4;A  comprovação  de  exclusividade  será  feita  por  meio  de  documento  fornecido  por  órgão  ou  entidade responsável,  quando  houver,  ou  por  outro  emissor  competente  ou,  ainda,  por  outro  documento  que  comprove  a condição de exclusividade.
4.3.1.9.5;No caso de contratação direta, por dispensa ou inexigibilidade de licitação, submetida às alçadas do Comitê de  Compras  e  Contratações  das  Centralizadoras  Nacionais  de  Contratação  e  Gestão  Formal  de  Contratos  e  do Coordenador  da  CECOT,  deve  ser  informado  na   CI  de  solicitação  de  contratação  se  o  processo  de  contratação envolve Parte Relacionada, conforme definido no [MN, CR464].
4.3.1.9.5.1;As  contratações  que  envolvem  Partes  Relacionadas  devem  conter  argumentos  de  observância  às diretrizes do [MN, PO048].
31;/ 47
4.3.1.9.6;Para contratações diretas por dispensa ou inexigibilidade de licitação com valores acima de R$ 2.000.000,00 (dois  milhões  de  reais),  deve  ser  apresentada  a  due  diligence  dos  fornecedores  na  forma  da  disponibilização  do Relatório de Verificação de Antecedentes – RVA, conforme disposições do [MN, CR512]. 4.3.1.10 SELEÇÃO DO FORNECEDOR – LICITAÇÃO
4.3.1.10.1;Descreve os requisitos necessários para a fase de seleção do fornecedor na licitação.
4.3.1.10.2;Informa  e  justifica  a  permissão  ou  a  vedação  de  participação  de  consórcio  na  licitação  e  os  limites  e  as condições da subcontratação, quando admitida, sendo vedado subcontratar a parte de maior relevância do objeto.
4.3.1.10.3;Comunica a necessidade de solicitação de amostra para avaliação do bem no procedimento de licitação e apresenta as condições de apresentação e os critérios para avaliação para que sejam divulgados no Edital.
4.3.1.10.3.1;Justifica, também, caso existir situação que impeça o acompanhamento da análise da amostra realizada pela CAIXA por interessados.
4.3.1.10.3.2;Justifica a necessidade de sigilo de documentos pertinentes à fase de amostra em caso de necessidade de proteção de segredo comercial ou institucional do licitante ou  para segurança operacional da CAIXA.
4.3.1.10.4;Indica,  se  for  o  caso,  os  documentos  que  devem  ser  solicitados  para  comprovação  das  exigências  de sustentabilidade,  a  exemplo  de  certificação  emitida  por  instituição  oficial  ou  outro  meio  hábil  de  comprovação, podendo ser solicitados antes da adjudicação do objeto à contratada.
4.3.1.10.4.1;Em ambos os casos, se o bem ou serviço for considerado inadequado, devem ser apresentadas as razões técnicas para a decisão, assegurado o direito de manifestação do licitante.
4.3.1.10.5;Caso haja outros requisitos a serem cumpridos para seleção do fornecedor durante o processo de licitação até  a  assinatura  do  contrato,  conforme  estudos  preliminares  realizados,  informa  as  exigências  de  forma  clara  e objetiva para inclusão no Edital.
4.3.1.10.6;QUALIFICAÇÃO TÉCNICA
4.3.1.10.6.1;Indica  as  exigências  que  deverão  ser  estabelecidas  para  fins  de  comprovação  de  qualificação  técnica pelo licitante, relacionando as atividades consideradas compatíveis em características, quantidades e prazos com o objeto  da  licitação,  considerando  as  parcelas  técnica  ou  economicamente  relevantes,  observadas  as  orientações  a seguir.
4.3.1.10.6.2;São admitidas na licitação a exigência de dois tipos de qualificação técnica: ▪ Capacitação  Técnico-Operacional  -  comprova,  mediante  apresentação  de  atestado  de  aptidão,  que  o  licitante executou, de modo satisfatório, atividade pertinente e compatível com o objeto da licitação. ▪ Capacidade Técnico-Profissional – comprova a qualificação dos profissionais que integram os quadros da sociedade empresarial que executará o objeto licitado, vedado o estabelecimento de quantidades mínimas ou prazos máximos de experiência.
4.3.1.10.6.3;Na Capacitação Técnico-Operacional é legal a exigência de comprovação da execução de quantitativos mínimos em obras ou serviços com características semelhantes, desde que a exigência seja limitada às parcelas de maior relevância, ao valor significativo do objeto e que guarde proporção com a dimensão e a complexidade do objeto.
4.3.1.10.6.4;Deverá ser informado caso haja exigência legal de registro do licitante ou do profissional em órgão de classe/conselho profissional para a execução do objeto e/ou sobre a emissão de atestado por conselho profissional.
4.3.1.10.6.5;É  vedado  exigir  registro  de  licitante  ou  profissional  ou  emissão  de  atestado,  por  qualquer  conselho profissional, quando não houver regulamentação legal.
4.3.1.10.6.6;"A qualificação técnica deve ser informada de forma objetiva e clara  e mensurável; deverá especificar o percentual  e  quantitativo  mínimo  a  que  a  parcela  de  maior  relevância  se  refere ,  vedadas  exigências  genéricas  ou indeterminadas.  Por  exemplo:  25%  do  objeto  solicitado,  equivalente  a  XX  unidades  ou  10%  do  total  estimado  da contratação, que equivale a XX unidades."
4.3.1.10.6.6.1;Quando houver exigência de comprovação de prazos de execução, duração da experiência ou período de  prestação  de  serviços  nos  atestados  de  capacidade  técnica,  deve  ser  informado,  de  forma  expressa,  o  prazo mínimo exigido, ou os critérios objetivos e verificáveis para me nsuração temporal da experiência, tais como período contínuo  de  execução,  volume  de  horas  efetivamente  prestadas,  vigência  contratual  mínima  ou  outros  parâmetros equivalentes adequados à natureza do objeto.
4.3.1.10.6.6.2;É  vedada  exigência  genérica  de  indicação  de  prazos  ou  períodos  de  execução  em  atestados  de capacidade técnica sem a definição prévia de prazo mínimo ou sem critérios objetivos de mensuração.
4.3.1.10.7;QUALIFICAÇÃO ECONÔMICO-FINANCEIRA
32;/ 47
4.3.1.10.7.1;É formada por requisitos objetivos e condizentes com a natureza e as características/especificidades do objeto, capazes de aferir a capacidade financeira da licitante com referência aos compromissos que terá de assumir, e tem por finalidade avaliar a real capacidade da empresa de cumprir satisfatoriamente o objeto licitado.
4.3.1.10.7.2;"Indica  a  qualificação  econômico-financeira  a  ser  exigida  para  a  contratação,  de  acordo  com  as características e especificidades do objeto da contratação ou seleciona alguma das opções presentes nos modelos padronizados: a)  A  comprovação  da  boa  situação  financeira  da  empresa  é  baseada  na  obtenção  de  índices  de  Liquidez  Geral (LG),  Solvência  Geral  (SG)  e  Liquidez  Corrente  (LC)  maiores  que  1  (um),  ou,  na  impossibilidade  destes,  da comprovação do patrimônio líquido não superior a 10% (dez por cento) do valor estimado da contratação. ▪ Informa  o  patrimônio  líquido  mínimo,  necessários  à  execução  do  objeto,  para  fins  da  comprovação  da qualificação econômico-financeira do licitante, limitado a 10% do valor estimado da contratação. b)  Cumulação  da  exigência  dos  índices  de  Liquidez  Geral  (LG),  Solvência  Geral  (SG)  e  Liquidez  Corrente  (LC) maiores  que  1(um)  com  o  patrimônio  líquido  de  até  10%  do  valor  estimado  para  os  casos  de  contratação  de objetos  complexos,  que  possuem  histórico  de  inadimplência  e  descontinuidade  dos  contratos,  desde  que devidamente  justificada  a  necessidade  de  cumulação  e  observando  a  premissa  da  não  adoção  de  critérios excessivamente restritivos de seleção. c)  Cumulação  da  exigência  dos  índices  de  Liquidez  Geral  (LG),  Solvência  Geral  (SG)  e  Liquidez  Corrente  (LC) maiores  que  1  (um)  com  patrimônio  líquido  de  10%  do  valor  estimado,  e  a  exigência  adicional  de  Capital Circulante  Líquido  ou  Capital  de  Giro  (Ativo  Circulante  –  Passivo  Circulante)  de,  no  mínimo,  16,66%  do  valor estimado para 12 meses, recomendada para serviços terceirizados com mão de obra dedicada;"
4.3.1.10.7.3;A  qualificação  econômico-financeira  não  é  restrita  à  utilização  de  índices  de  Liquidez  Geral  (LG), Solvência Geral (SG) e Liquidez Corrente (LC)  e Balanço Patrimonial, sendo permitido ao Gestor, em decorrência da especificidade do objeto e/ou mercado, indicar outros parâmetros para a aferição da capacidade econômico -financeira do licitante, desde que apresente a justificativa e que os parâmetros selecionados não restrinjam a competitividade. 4.3.1.11 DEFINIÇÃO DE MULTAS, DEMAIS SANÇÕES E RESCISÃO CONTRATUAL
